site_id,stream_id,point_class,equipment_label,location_label,raw_archive,raw_member_name,raw_n_points,raw_first_timestamp,raw_last_timestamp,scenario_ids
BTS_C,0c748854_6a3d_4ea8_8cf4_05bb4995bc24,Electrical_Energy_Sensor,BTS_C Electrical Meter 018,nan,Site_Caa.zip,Site_Caa/4343.pickle,517188.0,2020-05-20T22:38:33.609000+00:00,2024-01-18T12:20:27.263000+00:00,test_point_disambiguation_00012
BTS_A,0c89278e_1ce5_4e25_ac4f_98af2dcc4c71,Air_Flow_Sensor,BTS_A Fume Hood 025,BTS_A Room 110,Site_Aaa.zip,Site_Aaa/3163.pickle,153878.0,2021-01-01T00:01:16.034000+00:00,2023-12-31T23:58:56.846000+00:00,dev_quality_gate_00030;dev_window_rank_00007;dev_window_rank_00022;dev_window_rank_00033;dev_window_rank_00040;train_window_rank_00001;train_window_rank_00004;train_window_rank_00010;train_window_rank_00013;train_window_rank_00016;train_window_rank_00019;train_window_rank_00025;train_window_rank_00027;train_window_rank_00030;train_window_rank_00036
BTS_B,0d0e3bb7_62e6_4f4a_91b5_17b1044c69cf,Max_Discharge_Air_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 002,BTS_B Building 001,Site_Baa.zip,Site_Baa/249.pickle,143997.0,2021-01-01T00:03:13.519000+00:00,2023-12-31T23:52:01.471000+00:00,train_window_mean_lookup_00045
BTS_C,0d371aad_d390_4638_a318_a3068673a3b1,Air_Flow_Sensor,BTS_C Vav 021,nan,Site_Caa.zip,Site_Caa/4235.pickle,183734.0,2020-05-22T00:43:53.369000+00:00,2024-01-18T02:21:43.719000+00:00,test_point_disambiguation_00043;test_timestamp_nearest_lookup_00054;test_timestamp_value_lookup_00054;test_window_mean_lookup_00029
BTS_B,0d3b1b76_c042_4c6e_a885_34d11845b725,Min_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 003,BTS_B Building 001,Site_Baa.zip,Site_Baa/356.pickle,145092.0,2021-01-01T00:03:10+00:00,2023-12-31T23:51:56.119000+00:00,train_window_rank_00048;train_window_rank_00052;train_window_rank_00056;train_window_rank_00058
BTS_A,0db44d91_29e8_4466_af68_1a8557174f8f,Mode_Status,BTS_A Fcu 079,nan,Site_Aaa.zip,Site_Aaa/4651.pickle,153470.0,2021-01-01T00:03:10.106000+00:00,2023-12-31T23:50:22.901000+00:00,train_point_disambiguation_00031
BTS_B,0ea4aa4f_0228_4dae_afd1_5da948fdb5d7,Position_Sensor,BTS_B Cooling Valve 004,nan,Site_Baa.zip,Site_Baa/121.pickle,143421.0,2021-01-01T00:03:16.410000+00:00,2023-12-31T23:52:05.957000+00:00,train_point_disambiguation_00038;train_window_mean_lookup_00047;train_window_pairwise_compare_00054;train_window_pairwise_compare_00055
BTS_A,0f4ab7fb_70ce_4f0a_a3e0_69d2470f9228,Mode_Status,BTS_A Fcu 075,nan,Site_Aaa.zip,Site_Aaa/5400.pickle,153664.0,2021-01-01T00:02:34.436000+00:00,2023-12-31T23:59:58.939000+00:00,train_point_disambiguation_00033
BTS_A,102c5525_b3db_4a16_a7f7_4c891e787ee5,Air_Flow_Sensor,BTS_A Fume Hood 023,BTS_A Room 071,Site_Aaa.zip,Site_Aaa/2380.pickle,153943.0,2021-01-01T00:00:26.148000+00:00,2023-12-31T23:58:19.802000+00:00,dev_window_rank_00007;dev_window_rank_00022;dev_window_rank_00033;dev_window_rank_00040;train_window_rank_00001;train_window_rank_00004;train_window_rank_00010;train_window_rank_00013;train_window_rank_00019;train_window_rank_00025;train_window_rank_00027;train_window_rank_00030;train_window_rank_00036
BTS_B,11328598_25fc_4808_ba70_a4a48ed1d6e4,Air_Temperature_Sensor,BTS_B Conference Room 011,nan,Site_Baa.zip,Site_Baa/523.pickle,144241.0,2021-01-01T00:03:13.246000+00:00,2023-12-31T23:52:01.047000+00:00,train_point_disambiguation_00011;train_timestamp_nearest_lookup_00010;train_timestamp_value_lookup_00010;train_window_mean_lookup_00048
BTS_C,117fb650_a9c8_4d2a_abb0_7b916d8756c7,Air_Flow_Sensor,BTS_C Vav 025,nan,Site_Caa.zip,Site_Caa/2434.pickle,179484.0,2020-05-22T00:23:19.759000+00:00,2024-01-18T03:31:29.023000+00:00,test_point_disambiguation_00045
BTS_B,12ceccb3_7882_4009_9b3f_1b0972d88f6f,Heating_Temperature_Setpoint,BTS_B Air Handler Unit 005,BTS_B Building 001,Site_Baa.zip,Site_Baa/293.pickle,143929.0,2021-01-01T00:03:14.071000+00:00,2023-12-31T23:52:02.311000+00:00,train_timestamp_nearest_lookup_00046;train_timestamp_value_lookup_00046;train_window_mean_lookup_00050
BTS_B,12fd9d33_d6a4_46c3_b647_b58a569a2db5,Air_Temperature_Sensor,BTS_B Open Space 002,nan,Site_Baa.zip,Site_Baa/300.pickle,143808.0,2021-01-01T00:03:14.152000+00:00,2023-12-31T23:52:02.439000+00:00,dev_point_disambiguation_00014;dev_timestamp_nearest_lookup_00011;dev_timestamp_value_lookup_00011;train_window_mean_lookup_00052
BTS_B,130a1dd7_4a2b_47bf_ad36_ca19f27c3236,Position_Sensor,BTS_B Heating Valve 009,nan,Site_Baa.zip,Site_Baa/485.pickle,144353.0,2021-01-01T00:03:12.738000+00:00,2023-12-31T23:52:00.302000+00:00,train_point_disambiguation_00039
BTS_B,139f8178_52ee_4ec7_af6a_42e0b1bd2546,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 002,BTS_B Conference Room 010,Site_Baa.zip,Site_Baa/446.pickle,144656.0,2021-01-01T00:03:12.184000+00:00,2023-12-31T23:51:59.490000+00:00,train_window_rank_00020
BTS_A,14c1fe29_be9b_46b1_b7e5_14515f796b3f,Mode_Status,BTS_A Fcu 027,nan,Site_Aaa.zip,Site_Aaa/1223.pickle,153038.0,2021-01-01T00:03:14.962000+00:00,2023-12-31T23:50:26.791000+00:00,dev_point_disambiguation_00035
BTS_B,153b9bda_a4d6_4f25_9710_f65194d66f6c,Min_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 004,BTS_B Building 001,Site_Baa.zip,Site_Baa/201.pickle,144950.0,2021-01-01T00:03:11.689000+00:00,2023-12-31T23:51:58.787000+00:00,dev_window_rank_00054;train_window_rank_00046;train_window_rank_00050
BTS_C,156e8bd1_807e_48c0_a1de_8a0621c1a4c0,Air_Temperature_Setpoint,BTS_C Floor 007,nan,Site_Caa.zip,Site_Caa/5341.pickle,185015.0,2020-05-22T00:10:53.142000+00:00,2024-01-18T09:31:07.849000+00:00,test_timestamp_nearest_lookup_00055;test_timestamp_value_lookup_00057
BTS_C,171c2020_d7ff_4941_90aa_f5801eb8da2b,Chilled_Water_Return_Temperature_Sensor,BTS_C Chiller 001,BTS_C Floor 006,Site_Caa.zip,Site_Caa/3572.pickle,273029.0,2020-05-22T00:15:37.483000+00:00,2024-01-18T11:11:01.715000+00:00,test_timestamp_nearest_lookup_00059
BTS_B,17286014_ce1a_4ed3_89b3_92e0b16f0ef7,Air_Temperature_Sensor,BTS_B Enclosed Space 006,nan,Site_Baa.zip,Site_Baa/387.pickle,144987.0,2021-01-01T00:03:10.715000+00:00,2023-12-31T23:51:57.263000+00:00,train_point_disambiguation_00016
BTS_C,191f4be6_7c7e_42b5_8b90_a56a1f0bd015,Chilled_Water_Flow_Sensor,BTS_C Chilled Water Loop 001,nan,Site_Caa.zip,Site_Caa/4659.pickle,260121.0,2020-05-22T00:15:39.345000+00:00,2024-01-18T10:41:01.055000+00:00,test_timestamp_nearest_lookup_00057;test_timestamp_value_lookup_00059
BTS_C,1a13e9f7_5f42_4d25_9343_29c6745e1a47,Air_Flow_Sensor,BTS_C Exhaust Fan 006,BTS_C Location 052,Site_Caa.zip,Site_Caa/1091.pickle,145704.0,2021-01-01T00:08:06.873000+00:00,2023-12-31T23:52:27.374000+00:00,test_window_rank_00035
BTS_B,1bb97105_2614_4197_9cb1_62d0f6f851d6,Air_Temperature_Sensor,BTS_B Exhaust Fan 003,nan,Site_Baa.zip,Site_Baa/179.pickle,143910.0,2021-01-01T00:03:14.258000+00:00,2023-12-31T23:52:02.588000+00:00,train_point_disambiguation_00018
BTS_B,1ccf1c24_fca5_4b0d_af96_34522b52e810,Chilled_Water_Differential_Temperature_Sensor,BTS_B Chiller 001,BTS_B Service Room 001,Site_Baa.zip,Site_Baa/422.pickle,145025.0,2021-01-01T00:03:11.028000+00:00,2023-12-31T23:51:57.882000+00:00,train_timestamp_nearest_lookup_00015;train_timestamp_value_lookup_00015
BTS_C,1d68b345_49a0_46da_94df_1c38ee74d75d,Position_Sensor,BTS_C Exhaust Fan 079,BTS_C Location 042,Site_Caa.zip,Site_Caa/1518.pickle,171729.0,2020-05-31T01:44:29.738000+00:00,2024-01-18T02:11:46.630000+00:00,test_window_rank_00009;test_window_rank_00015
BTS_B,1f23b488_abad_41ae_9f8a_8d9ece97d9fa,System_Status,BTS_B Air Handler Unit 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/337.pickle,145280.0,2021-01-01T00:03:09.470000+00:00,2023-12-31T23:51:55.277000+00:00,train_point_disambiguation_00056
BTS_B,1f912733_aad2_40bb_afe7_45f6cdf432af,Discharge_Air_Temperature_Sensor,BTS_B Fan Coil Unit 005,BTS_B Conference Room 011,Site_Baa.zip,Site_Baa/521.pickle,144155.0,2021-01-01T00:03:13.223000+00:00,2023-12-31T23:52:01.015000+00:00,train_timestamp_nearest_lookup_00036;train_timestamp_value_lookup_00036
BTS_B,213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 010,BTS_B Conference Room 006,Site_Baa.zip,Site_Baa/114.pickle,143415.0,2021-01-01T00:03:16.305000+00:00,2023-12-31T23:52:05.790000+00:00,dev_window_rank_00038
BTS_B,21664c05_92c5_453f_9274_123711a5a5c0,Differential_Pressure_Sensor,BTS_B Chilled Water System 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/423.pickle,145063.0,2021-01-01T00:03:11.040000+00:00,2023-12-31T23:51:57.900000+00:00,train_timestamp_nearest_lookup_00029;train_timestamp_value_lookup_00029
BTS_C,216ee9d3_4b2f_47b5_a7a4_404784a3e531,Chilled_Water_Flow_Sensor,BTS_C Chilled Water Coil 017,nan,Site_Caa.zip,Site_Caa/434.pickle,261081.0,2020-05-22T00:15:38.038000+00:00,2024-01-18T10:31:01.138000+00:00,test_timestamp_nearest_lookup_00058;test_timestamp_value_lookup_00060
BTS_B,236bb7ad_eb0d_40ae_b841_2e3b5c748fd5,Air_Temperature_Sensor,BTS_B Fan Coil Unit 002,BTS_B Conference Room 010,Site_Baa.zip,Site_Baa/462.pickle,144524.0,2021-01-01T00:03:12.402000+00:00,2023-12-31T23:51:59.797000+00:00,train_point_disambiguation_00020
BTS_B,23a693e3_2b42_4bd7_bc53_3847aa51b82a,System_Status,BTS_B Air Handler Unit 004,BTS_B Building 001,Site_Baa.zip,Site_Baa/227.pickle,144708.0,2021-01-01T00:03:12.048000+00:00,2023-12-31T23:51:59.300000+00:00,train_point_disambiguation_00057
BTS_C,24b0c125_3e57_4b07_b856_c556f25626a2,Air_Flow_Sensor,BTS_C Vav 004,nan,Site_Caa.zip,Site_Caa/3274.pickle,184192.0,2020-05-22T00:23:18.181000+00:00,2024-01-18T03:31:28.797000+00:00,test_point_disambiguation_00047
BTS_B,250af432_9be1_4475_ae81_50c4e43cbdc9,Damper_Position_Sensor,BTS_B Return Damper 004,nan,Site_Baa.zip,Site_Baa/295.pickle,143885.0,2021-01-01T00:03:14.093000+00:00,2023-12-31T23:52:02.349000+00:00,train_timestamp_nearest_lookup_00024;train_timestamp_value_lookup_00024
BTS_B,26474aac_3036_42e8_860a_25bd407c888b,System_Status,BTS_B Hot Water Pump 001,nan,Site_Baa.zip,Site_Baa/593.pickle,144876.0,2021-01-01T00:03:11.257000+00:00,2023-12-31T23:51:58.217000+00:00,train_point_disambiguation_00058
BTS_B,27b340fd_9156_4c61_8421_eb5e67648bfa,Damper_Position_Sensor,BTS_B Return Damper 009,nan,Site_Baa.zip,Site_Baa/259.pickle,144016.0,2021-01-01T00:03:13.646000+00:00,2023-12-31T23:52:01.665000+00:00,train_timestamp_nearest_lookup_00025;train_timestamp_value_lookup_00025
BTS_C,27c8120b_5111_4dbe_be73_ac38fc3cd718,Air_Flow_Sensor,BTS_C Hot Water Coil 018,nan,Site_Caa.zip,Site_Caa/147.pickle,260660.0,2020-05-22T00:15:38.229000+00:00,2024-01-18T19:31:01.086000+00:00,test_timestamp_value_lookup_00055
BTS_B,28611c31_e1f3_4626_a32e_486887c704a0,Differential_Pressure_Sensor,BTS_B Hot Water System 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/588.pickle,145072.0,2021-01-01T00:03:11.201000+00:00,2023-12-31T23:51:58.129000+00:00,train_timestamp_nearest_lookup_00030;train_timestamp_value_lookup_00030
BTS_B,292069fc_b6da_492f_aaf6_258fb2ac3f46,Position_Sensor,BTS_B Cooling Valve 009,nan,Site_Baa.zip,Site_Baa/453.pickle,144678.0,2021-01-01T00:03:12.289000+00:00,2023-12-31T23:51:59.639000+00:00,train_point_disambiguation_00040;train_window_pairwise_compare_00056
BTS_B,29fcf6b6_31db_4c39_954d_b54c57ccd39a,Cooling_Temperature_Setpoint,BTS_B Fan Coil Unit 012,BTS_B Conference Room 007,Site_Baa.zip,Site_Baa/169.pickle,143224.0,2021-01-01T00:03:17.092000+00:00,2023-12-31T23:52:07.022000+00:00,dev_timestamp_nearest_lookup_00018;dev_timestamp_value_lookup_00018
BTS_C,2abce5c3_3329_423f_be9e_46eaaa99ea18,Position_Sensor,BTS_C Exhaust Fan 099,BTS_C Location 026,Site_Caa.zip,Site_Caa/1425.pickle,173700.0,2020-05-30T03:48:25.520000+00:00,2024-01-18T00:41:24.272000+00:00,test_window_rank_00003;test_window_rank_00006;test_window_rank_00009;test_window_rank_00012;test_window_rank_00018
BTS_B,2bc454c3_a32b_40b6_a272_56fb161e8a24,Heating_Temperature_Setpoint,BTS_B Fan Coil Unit 001,BTS_B Conference Room 002,Site_Baa.zip,Site_Baa/39.pickle,143641.0,2021-01-01T00:03:15.187000+00:00,2023-12-31T23:52:04.016000+00:00,train_timestamp_nearest_lookup_00047;train_timestamp_value_lookup_00047
BTS_B,2bfea9cf_141f_4a2e_8dd0_50eb3c5219e4,Heating_Demand_Setpoint,BTS_B Hot Water System 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/597.pickle,144785.0,2021-01-01T00:03:11.301000+00:00,2023-12-31T23:51:58.277000+00:00,train_timestamp_nearest_lookup_00045;train_timestamp_value_lookup_00045
BTS_B,2cb1aa91_d358_4551_a667_7edb9917a185,Position_Sensor,BTS_B Heating Valve 011,nan,Site_Baa.zip,Site_Baa/570.pickle,143108.0,2021-01-01T00:03:17.423000+00:00,2023-12-31T23:52:07.527000+00:00,train_point_disambiguation_00042
BTS_B,2cb58c71_c15c_4934_b320_5cd316f3a1a6,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 010,BTS_B Conference Room 006,Site_Baa.zip,Site_Baa/116.pickle,143400.0,2021-01-01T00:03:16.325000+00:00,2023-12-31T23:52:05.823000+00:00,train_window_rank_00029
BTS_B,2d12a97f_9bd7_4f21_9ddc_2ac36bf1c7fe,Filter_Differential_Pressure_Sensor,BTS_B Cooling Valve 002,nan,Site_Baa.zip,Site_Baa/569.pickle,143228.0,2021-01-01T00:03:17.412000+00:00,2023-12-31T23:52:07.507000+00:00,dev_window_pairwise_compare_00012;dev_window_pairwise_compare_00021;dev_window_pairwise_compare_00027;dev_window_pairwise_compare_00032;train_timestamp_nearest_lookup_00042;train_timestamp_value_lookup_00042;train_window_pairwise_compare_00002;train_window_pairwise_compare_00005;train_window_pairwise_compare_00008;train_window_pairwise_compare_00010;train_window_pairwise_compare_00013;train_window_pairwise_compare_00029;train_window_pairwise_compare_00036;train_window_pairwise_compare_00040;train_window_pairwise_compare_00041;train_window_pairwise_compare_00043
BTS_C,2e22043d_1d11_4b7d_a785_222a3170f361,Demand_Sensor,BTS_C Electrical Meter 036,nan,Site_Caa.zip,Site_Caa/4287.pickle,333469.0,2020-11-17T11:00:38.033000+00:00,2024-01-18T16:46:16.483000+00:00,test_window_pairwise_compare_00052
BTS_C,2eeb1f35_0221_49a7_aa7a_b9839d7daf58,Chilled_Water_Return_Temperature_Sensor,BTS_C Chilled Water Loop 004,nan,Site_Caa.zip,Site_Caa/141.pickle,222425.0,2020-05-22T00:15:38.833000+00:00,2024-01-18T10:41:00.643000+00:00,test_timestamp_nearest_lookup_00060
BTS_B,2fd1c1ab_7bfe_44d1_b1b9_01488a83f05f,Average_Zone_Air_Temperature_Sensor,BTS_B Hvac Zone 018,nan,Site_Baa.zip,Site_Baa/361.pickle,145206.0,2021-01-01T00:03:10.106000+00:00,2023-12-31T23:51:56.301000+00:00,dev_timestamp_nearest_lookup_00013;dev_timestamp_value_lookup_00013
BTS_B,315fbf97_0628_4625_8181_b2ec26eb5020,Low_Outside_Air_Temperature_Enable_Setpoint,BTS_B Outside Damper 004,nan,Site_Baa.zip,Site_Baa/219.pickle,144691.0,2021-01-01T00:03:11.945000+00:00,2023-12-31T23:51:59.160000+00:00,train_timestamp_nearest_lookup_00050;train_timestamp_value_lookup_00050
BTS_B,31b56e56_1515_4abf_822e_93283587aec7,Heating_Temperature_Setpoint,BTS_B Fan Coil Unit 013,BTS_B Open Space 005,Site_Baa.zip,Site_Baa/576.pickle,143107.0,2021-01-01T00:03:17.491000+00:00,2023-12-31T23:52:07.630000+00:00,train_timestamp_nearest_lookup_00048;train_timestamp_value_lookup_00048
BTS_B,34208a29_b7b4_4224_8c1d_659992ae443e,Cooling_Temperature_Setpoint,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/59.pickle,143560.0,2021-01-01T00:03:15.478000+00:00,2023-12-31T23:52:04.533000+00:00,train_timestamp_nearest_lookup_00019;train_timestamp_value_lookup_00019
BTS_B,347f59ac_e8c7_4e85_ae58_d4f968707f3f,Discharge_Air_Temperature_Sensor,BTS_B Air Handler Unit 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/336.pickle,145157.0,2021-01-01T00:03:09.450000+00:00,2023-12-31T23:51:55.243000+00:00,train_timestamp_nearest_lookup_00037;train_timestamp_value_lookup_00037
BTS_C,354c1d38_cd93_4e57_b4db_4f445386876e,Demand_Sensor,BTS_C Electrical Meter 025,nan,Site_Caa.zip,Site_Caa/4706.pickle,330196.0,2020-11-18T23:48:42.173000+00:00,2024-01-18T17:31:44.805000+00:00,test_window_pairwise_compare_00052
BTS_B,35739c91_b712_4847_beea_9de0c41ab8fd,Damper_Position_Sensor,BTS_B Outside Damper 004,nan,Site_Baa.zip,Site_Baa/217.pickle,144664.0,2021-01-01T00:03:11.921000+00:00,2023-12-31T23:51:59.124000+00:00,dev_timestamp_nearest_lookup_00026;dev_timestamp_value_lookup_00026
BTS_B,3579ef08_6cda_483a_8b7e_cb2e471de630,Air_Temperature_Sensor,BTS_B Fan Coil Unit 001,BTS_B Conference Room 002,Site_Baa.zip,Site_Baa/38.pickle,143559.0,2021-01-01T00:03:15.176000+00:00,2023-12-31T23:52:03.999000+00:00,train_point_disambiguation_00022
BTS_A,360309e6_db3a_4648_a64e_ee7d87ae6245,Frequency_Sensor,BTS_A Air Handler Unit 005,nan,Site_Aaa.zip,Site_Aaa/566.pickle,154322.0,2021-01-01T00:09:36.314000+00:00,2023-12-31T23:57:36.005000+00:00,train_window_pairwise_compare_00058
BTS_B,36510756_4918_4f07_9e40_c96ef1ff7239,Cooling_Temperature_Setpoint,BTS_B Fan Coil Unit 006,BTS_B Conference Room 009,Site_Baa.zip,Site_Baa/489.pickle,144403.0,2021-01-01T00:03:12.783000+00:00,2023-12-31T23:52:00.375000+00:00,train_timestamp_nearest_lookup_00020;train_timestamp_value_lookup_00020
BTS_C,36d8eaba_9407_4331_bdcb_8eeb3c37e72d,Run_Time_Sensor,BTS_C Chiller 002,BTS_C Floor 006,Site_Caa.zip,Site_Caa/3575.pickle,271860.0,2020-05-22T00:15:36.637000+00:00,2024-01-18T11:11:01.515000+00:00,test_window_pairwise_compare_00006;test_window_pairwise_compare_00019;test_window_pairwise_compare_00046;test_window_pairwise_compare_00051
BTS_B,38066954_1756_48f6_9902_64c58b9688f4,Air_Temperature_Sensor,BTS_B Shared Space 001,nan,Site_Baa.zip,Site_Baa/552.pickle,142890.0,2021-01-01T00:03:17.907000+00:00,2023-12-31T23:52:08.325000+00:00,dev_point_disambiguation_00024;dev_timestamp_nearest_lookup_00012;dev_timestamp_value_lookup_00012
BTS_B,38a93e9d_d911_4ce0_81fa_71972b0ee995,Air_Temperature_Sensor,BTS_B Fan Coil Unit 008,BTS_B Shared Space 001,Site_Baa.zip,Site_Baa/547.pickle,143139.0,2021-01-01T00:03:17.843000+00:00,2023-12-31T23:52:08.209000+00:00,train_point_disambiguation_00026
BTS_C,38f3c041_b88d_489f_b175_214713be2a83,Air_Flow_Sensor,BTS_C Exhaust Fan 046,BTS_C Location 025,Site_Caa.zip,Site_Caa/2498.pickle,145699.0,2021-01-01T00:08:03.632000+00:00,2023-12-31T23:52:26.713000+00:00,test_window_rank_00035
BTS_B,39b19d28_59a8_441e_a241_cfb902989edc,Position_Sensor,BTS_B Heating Valve 007,nan,Site_Baa.zip,Site_Baa/35.pickle,143490.0,2021-01-01T00:03:15.142000+00:00,2023-12-31T23:52:03.946000+00:00,dev_point_disambiguation_00044;train_window_pairwise_compare_00047;train_window_pairwise_compare_00048;train_window_pairwise_compare_00057
BTS_A,3bbf9ae3_a529_46a7_8faa_87219ff6eb4d,Voltage_Sensor,BTS_A Equipment 001,BTS_A Floor 010,Site_Aaa.zip,Site_Aaa/5107.pickle,153828.0,2021-01-01T00:01:32.862000+00:00,2023-12-31T23:59:13.247000+00:00,train_window_rank_00041;train_window_rank_00045;train_window_rank_00047;train_window_rank_00057;train_window_rank_00060
BTS_B,3bd76f4a_9fb2_4477_9777_56329fd9bf4a,Min_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 004,BTS_B Building 001,Site_Baa.zip,Site_Baa/202.pickle,144766.0,2021-01-01T00:03:11.702000+00:00,2023-12-31T23:51:58.805000+00:00,dev_window_rank_00054;train_window_rank_00046;train_window_rank_00048;train_window_rank_00050;train_window_rank_00052;train_window_rank_00056;train_window_rank_00058;train_window_rank_00059
BTS_B,3c0f9669_b985_4488_b12c_0db42b17ae2b,Discharge_Air_Temperature_Sensor,BTS_B Air Handler Unit 005,BTS_B Building 001,Site_Baa.zip,Site_Baa/297.pickle,143866.0,2021-01-01T00:03:14.117000+00:00,2023-12-31T23:52:02.388000+00:00,train_timestamp_nearest_lookup_00038;train_timestamp_value_lookup_00038
BTS_B,3d429929_1aeb_49bc_b5c1_4fb7955e7b06,Max_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 006,BTS_B Conference Room 009,Site_Baa.zip,Site_Baa/476.pickle,144415.0,2021-01-01T00:03:12.609000+00:00,2023-12-31T23:52:00.104000+00:00,train_window_rank_00005
BTS_B,3ebacdfd_bd8a_44da_9241_f192615018c7,Air_Temperature_Sensor,BTS_B Conference Room 002,nan,Site_Baa.zip,Site_Baa/42.pickle,143631.0,2021-01-01T00:03:15.232000+00:00,2023-12-31T23:52:04.152000+00:00,train_point_disambiguation_00028
BTS_B,405896a1_c195_422d_a0aa_18d2eca6a61d,Cooling_Temperature_Setpoint,BTS_B Fan Coil Unit 007,BTS_B Conference Room 008,Site_Baa.zip,Site_Baa/103.pickle,143399.0,2021-01-01T00:03:16.153000+00:00,2023-12-31T23:52:05.550000+00:00,train_quality_gate_00041;train_timestamp_nearest_lookup_00021;train_timestamp_value_lookup_00021
BTS_B,430ca3a7_9f16_490f_aae0_f7fd9675c8a9,Air_Temperature_Sensor,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/60.pickle,143535.0,2021-01-01T00:03:15.489000+00:00,2023-12-31T23:52:04.552000+00:00,train_point_disambiguation_00030
BTS_B,4325430d_eaf6_4742_b9b1_25b580b8bf6d,Position_Sensor,BTS_B Cooling Valve 010,nan,Site_Baa.zip,Site_Baa/243.pickle,143923.0,2021-01-01T00:03:13.451000+00:00,2023-12-31T23:52:01.361000+00:00,train_point_disambiguation_00046;train_window_pairwise_compare_00045;train_window_pairwise_compare_00047;train_window_pairwise_compare_00049
BTS_B,454fc0fa_4c69_45ff_8dab_c7bee2644dc9,Differential_Pressure_Setpoint,BTS_B Filter 009,nan,Site_Baa.zip,Site_Baa/568.pickle,143157.0,2021-01-01T00:03:17.400000+00:00,2023-12-31T23:52:07.489000+00:00,train_timestamp_nearest_lookup_00031;train_timestamp_value_lookup_00031
BTS_B,45923996_731e_48c8_ab40_dbf90bd5b2c2,Filter_Differential_Pressure_Sensor,BTS_B Cooling Valve 013,nan,Site_Baa.zip,Site_Baa/484.pickle,144455.0,2021-01-01T00:03:12.726000+00:00,2023-12-31T23:52:00.280000+00:00,train_timestamp_nearest_lookup_00043;train_timestamp_value_lookup_00043
BTS_B,4609947b_c8a2_4cc1_9c37_535502f7d2cc,Differential_Pressure_Setpoint,BTS_B Filter 010,nan,Site_Baa.zip,Site_Baa/540.pickle,143028.0,2021-01-01T00:03:17.769000+00:00,2023-12-31T23:52:08.088000+00:00,dev_timestamp_nearest_lookup_00032;dev_timestamp_value_lookup_00032
BTS_B,46c72f42_6a42_4dff_a42c_abcd15775178,Heating_Temperature_Setpoint,BTS_B Fan Coil Unit 006,BTS_B Conference Room 009,Site_Baa.zip,Site_Baa/491.pickle,144311.0,2021-01-01T00:03:12.807000+00:00,2023-12-31T23:52:00.410000+00:00,train_timestamp_nearest_lookup_00049;train_timestamp_value_lookup_00049
BTS_B,475e4abd_143c_43fe_bb45_b40c6c9d4500,Position_Sensor,BTS_B Heating Valve 012,nan,Site_Baa.zip,Site_Baa/213.pickle,144702.0,2021-01-01T00:03:11.872000+00:00,2023-12-31T23:51:59.055000+00:00,train_point_disambiguation_00048
BTS_B,4a62ba89_9aed_4390_902b_2707ee8b9c74,Position_Sensor,BTS_B Cooling Valve 006,nan,Site_Baa.zip,Site_Baa/55.pickle,143618.0,2021-01-01T00:03:15.433000+00:00,2023-12-31T23:52:04.461000+00:00,train_point_disambiguation_00049;train_window_pairwise_compare_00049
BTS_B,4bbc2b2b_0c0d_4312_bf7d_a81a3bc85a62,Position_Sensor,BTS_B Heating Valve 010,nan,Site_Baa.zip,Site_Baa/457.pickle,144475.0,2021-01-01T00:03:12.338000+00:00,2023-12-31T23:51:59.709000+00:00,train_point_disambiguation_00050
BTS_B,4c8df37a_3677_4c84_b346_0b6979ccbf06,Air_Temperature_Sensor,BTS_B Fan Coil Unit 011,BTS_B Conference Room 004,Site_Baa.zip,Site_Baa/16.pickle,143643.0,2021-01-01T00:03:14.859000+00:00,2023-12-31T23:52:03.457000+00:00,train_point_disambiguation_00032
BTS_B,4e60c456_42a7_4bc9_9fa4_d36f23f46c64,Air_Temperature_Sensor,BTS_B Space 001,nan,Site_Baa.zip,Site_Baa/263.pickle,144122.0,2021-01-01T00:03:13.693000+00:00,2023-12-31T23:52:01.737000+00:00,dev_point_disambiguation_00034;train_quality_gate_00034
BTS_B,52d88b28_8a0e_409d_a08d_06f5e062e451,Differential_Pressure_Setpoint,BTS_B Filter 007,nan,Site_Baa.zip,Site_Baa/211.pickle,144712.0,2021-01-01T00:03:11.848000+00:00,2023-12-31T23:51:59.020000+00:00,train_timestamp_nearest_lookup_00033;train_timestamp_value_lookup_00033
