,StreamID,Brick,count,first_t,last_t,mean,std,min,q1,median,q3,max,nUnique
90,52437055_32d7_43d7_bee6_47eb6adce8ca,Max_Temperature_Setpoint_Limit,143554,2021-01-01T00:03:15.626Z,2023-12-31T23:52:04.769Z,11.56801622,11.24550424,0,0,22.5,22.5,22.5,2
92,d3d45b49_1b16_48be_a5e1_639cc60b8a7b,Min_Temperature_Setpoint_Limit,143561,2021-01-01T00:03:15.650Z,2023-12-31T23:52:04.802Z,11.05349294,10.74571505,0,0,21.5,21.5,21.5,2
94,76f52c23_8902_444c_9056_47aa867b3af7,Max_Temperature_Setpoint_Limit,143480,2021-01-01T00:03:15.672Z,2023-12-31T23:52:04.844Z,16.4614441,15.99334453,0,0,32,32,32,2
95,d795d2b7_1e8f_47f2_bdb9_28e3405fa47b,Min_Temperature_Setpoint_Limit,143535,2021-01-01T00:03:15.683Z,2023-12-31T23:52:04.866Z,7.713763194,7.496953068,0,0,15,15,15,2
99,a5b78973_6f67_476b_bf19_011e080afa0f,Mode_Command,143510,2021-01-01T00:03:15.728Z,2023-12-31T23:52:04.938Z,8.36E-05,0.009143898,0,0,0,0,1,2
102,4ccd418e_cac6_4a00_9760_7ddb2742455f,Enable_Status,143489,2021-01-01T00:03:15.763Z,2023-12-31T23:52:04.999Z,0.191039034,0.393119729,0,0,0,0,1,2
104,d1b16a90_dfae_44f9_8683_261a459ba91a,Operating_Mode_Status,143541,2021-01-01T00:03:15.786Z,2023-12-31T23:52:05.039Z,0.514229384,0.499797484,0,0,1,1,1,2
105,d97f7a72_643a_4ef8_8866_6c6f616817d0,Cooling_Temperature_Setpoint,143474,2021-01-01T00:03:15.796Z,2023-12-31T23:52:05.055Z,11.57572104,11.24528371,0,0,22.5,22.5,22.5,2
106,4efa0c0a_220e_4000_8c21_4c012ef228d0,Air_Temperature_Sensor,143448,2021-01-01T00:03:15.808Z,2023-12-31T23:52:05.071Z,0.514527913,0.499788895,0,0,1,1,1,2
107,e479c24c_2a91_4290_9eca_ede2309bd2e1,Heating_Temperature_Setpoint,143456,2021-01-01T00:03:15.820Z,2023-12-31T23:52:05.087Z,11.06188309,10.74547481,0,0,21.5,21.5,21.5,2
109,63aeb858_0500_4bda_a9fc_b7eaef4a4f8d,Room_Air_Temperature_Setpoint,143465,2021-01-01T00:03:15.841Z,2023-12-31T23:52:05.119Z,11.31796605,10.99540348,0,0,22,22,22,2
110,347c024a_9acb_4ab7_9dd3_5d5159baf824,System_Status,143496,2021-01-01T00:03:15.908Z,2023-12-31T23:52:05.139Z,0.146875174,0.353981437,0,0,0,0,1,2
112,0ace4d2f_11d3_49f0_a61a_2f839ae3208e,Temperature_Setpoint,143426,2021-01-01T00:03:15.929Z,2023-12-31T23:52:05.179Z,10.84433785,9.964290923,0,0,20,20,20,2
113,f6093eec_4b82_4427_b4c7_4b09e62cff58,System_Enable_Command,143557,2021-01-01T00:03:15.939Z,2023-12-31T23:52:05.198Z,0.541784796,0.498250972,0,0,1,1,1,2
114,61117f51_5699_4cb9_8ad3_966613d3553e,Proportional_Gain_Parameter,143410,2021-01-01T00:03:15.949Z,2023-12-31T23:52:05.214Z,5.423122516,4.982064566,0,0,10,10,10,2
122,9b236c19_3c1e_4e6b_9176_5eda7d4730bf,Max_Temperature_Setpoint_Limit,143465,2021-01-01T00:03:16.035Z,2023-12-31T23:52:05.350Z,17.34711602,15.94318909,0,0,32,32,32,2
123,4532d82f_b53d_4bc9_a85a_5cc83be061e5,Min_Temperature_Setpoint_Limit,143467,2021-01-01T00:03:16.046Z,2023-12-31T23:52:05.367Z,8.131138171,7.473397126,0,0,15,15,15,2
127,27eac0ca_3587_4d24_845c_5605fc001f9f,Mode_Command,143494,2021-01-01T00:03:16.089Z,2023-12-31T23:52:05.439Z,0.000250882,0.015837254,0,0,0,0,1,2
130,5141794f_4852_4207_ae26_42d488fbaa4d,Enable_Status,143482,2021-01-01T00:03:16.121Z,2023-12-31T23:52:05.497Z,0.194742198,0.396002114,0,0,0,0,1,2
132,7392685a_708d_4356_9030_d0b44e295dbd,Operating_Mode_Status,143452,2021-01-01T00:03:16.143Z,2023-12-31T23:52:05.534Z,0.54213256,0.498221685,0,0,1,1,1,2
138,d7b4af7b_5874_426b_a014_995a9cc71b73,System_Status,143439,2021-01-01T00:03:16.207Z,2023-12-31T23:52:05.634Z,0.150907354,0.357958552,0,0,0,0,1,2
140,09a1a9e0_ddaf_4765_96a2_484537d19e7d,Temperature_Setpoint,143366,2021-01-01T00:03:16.231Z,2023-12-31T23:52:05.672Z,10.84985282,9.963822067,0,0,20,20,20,2
141,aec6ebfe_904c_4f06_862b_50b3370397b8,System_Enable_Command,143472,2021-01-01T00:03:16.241Z,2023-12-31T23:52:05.688Z,0.542070927,0.498226893,0,0,1,1,1,2
142,089bc308_e5dc_426d_976d_0726a9e6179e,Proportional_Gain_Parameter,143372,2021-01-01T00:03:16.251Z,2023-12-31T23:52:05.704Z,5.424141394,4.981977928,0,0,10,10,10,2
146,5af3c1ad_947f_4724_b982_62669f0c0053,Max_Temperature_Setpoint_Limit,143390,2021-01-01T00:03:16.295Z,2023-12-31T23:52:05.775Z,12.20341377,11.2095273,0,0,22.5,22.5,22.5,2
148,5d5fdda9_1381_433b_84c5_5f74373e8713,Min_Temperature_Setpoint_Limit,99997,2021-01-01T00:03:16.316Z,2022-12-14T11:58:59.387Z,16.72212666,8.938467604,0,21.5,21.5,21.5,21.5,2
150,a1cfe99f_d548_4e39_9d24_93bacf750721,Max_Temperature_Setpoint_Limit,143407,2021-01-01T00:03:16.336Z,2023-12-31T23:52:05.840Z,17.35346252,15.94265157,0,0,32,32,32,2
151,9348979b_cad6_46a7_922b_6849412ca5c4,Min_Temperature_Setpoint_Limit,143365,2021-01-01T00:03:16.347Z,2023-12-31T23:52:05.857Z,8.136400098,7.472950884,0,0,15,15,15,2
155,63aeadda_187a_47a6_972f_5b6325fbb1ac,Mode_Command,143365,2021-01-01T00:03:16.389Z,2023-12-31T23:52:05.925Z,8.37E-05,0.009148521,0,0,0,0,1,2
158,4c7151e3_fe8f_4c31_a5ab_9aecbf1d6953,Enable_Status,143412,2021-01-01T00:03:16.421Z,2023-12-31T23:52:05.975Z,0.194802388,0.396048504,0,0,0,0,1,2
160,9afd1181_64c8_4a67_9ff5_2b94859199e8,Operating_Mode_Status,143421,2021-01-01T00:03:16.444Z,2023-12-31T23:52:06.010Z,0.542291575,0.498208212,0,0,1,1,1,2
161,f6fa622c_0936_4981_a8a4_1f67830ceaa0,Cooling_Temperature_Setpoint,143329,2021-01-01T00:03:16.454Z,2023-12-31T23:52:06.025Z,12.20907841,11.20904405,0,0,22.5,22.5,22.5,2
162,76400d3b_e997_446a_b2d1_c850bc453416,Air_Temperature_Sensor,143377,2021-01-01T00:03:16.465Z,2023-12-31T23:52:06.041Z,0.542451021,0.498194652,0,0,1,1,1,2
163,b1f9e994_3efb_469e_a88a_8a879dc1eb86,Heating_Temperature_Setpoint,143312,2021-01-01T00:03:16.476Z,2023-12-31T23:52:06.057Z,11.66798663,10.71073296,0,0,21.5,21.5,21.5,2
165,9b792f02_9cb0_43fe_b3e0_b1f39e463ec7,Room_Air_Temperature_Setpoint,143381,2021-01-01T00:03:16.496Z,2023-12-31T23:52:06.096Z,11.93312922,10.9603499,0,0,22,22,22,2
166,f2d031bd_78ce_42e6_bf5f_9749855d7a44,System_Status,143394,2021-01-01T00:03:16.507Z,2023-12-31T23:52:06.116Z,0.150089962,0.35715958,0,0,0,0,1,2
168,1e63f54b_2119_42b8_873b_ca707e8fe211,Temperature_Setpoint,143334,2021-01-01T00:03:16.530Z,2023-12-31T23:52:06.152Z,16.86117739,7.274905142,0,20,20,20,20,2
169,d85d789a_5df8_4035_8a2a_6c032aa6621d,System_Enable_Command,143342,2021-01-01T00:03:16.539Z,2023-12-31T23:52:06.168Z,0.84310251,0.363704093,0,1,1,1,1,2
170,e1fa488d_7422_4605_b75f_44f79d5a3795,Proportional_Gain_Parameter,143330,2021-01-01T00:03:16.549Z,2023-12-31T23:52:06.183Z,8.431382125,3.6367041,0,10,10,10,10,2
178,cab929ab_c3b3_4ac0_bc80_9ff4704c3ff0,Max_Temperature_Setpoint_Limit,143336,2021-01-01T00:03:16.639Z,2023-12-31T23:52:06.317Z,26.97862365,11.63915043,0,32,32,32,32,2
179,df021dc2_26ae_4093_b2a0_d9068811f695,Min_Temperature_Setpoint_Limit,143347,2021-01-01T00:03:16.652Z,2023-12-31T23:52:06.335Z,12.64578261,5.456273574,0,15,15,15,15,2
183,a3b73bfb_359d_4784_b7ad_e6a541a1fbff,Mode_Command,143336,2021-01-01T00:03:16.701Z,2023-12-31T23:52:06.414Z,0.000167439,0.012938729,0,0,0,0,1,2
186,0adb4e3a_d977_4efd_ad37_5108a4701878,Enable_Status,143384,2021-01-01T00:03:16.735Z,2023-12-31T23:52:06.470Z,0.311534062,0.463120492,0,0,0,1,1,2
188,22543d51_3c38_46d3_98fe_a77838976df9,Operating_Mode_Status,143342,2021-01-01T00:03:16.758Z,2023-12-31T23:52:06.508Z,0.843144368,0.363664602,0,1,1,1,1,2
194,b4c8c12e_8a0e_4d59_b8ee_ff8c9c840d65,System_Status,143262,2021-01-01T00:03:16.826Z,2023-12-31T23:52:06.612Z,0.010302802,0.100978484,0,0,0,0,1,2
196,d4aa2eb2_311a_49c3_a847_fa95d7534a7b,Temperature_Setpoint,143265,2021-01-01T00:03:16.851Z,2023-12-31T23:52:06.646Z,19.07988692,4.189946714,0,20,20,20,20,2
197,7e3b7041_26bb_466f_b9a0_e3c52e6414be,System_Enable_Command,143305,2021-01-01T00:03:16.864Z,2023-12-31T23:52:06.662Z,0.954042078,0.209393867,0,1,1,1,1,2
198,95f6ed28_7f93_41a9_8e01_e2b2a86b5256,Proportional_Gain_Parameter,143300,2021-01-01T00:03:16.875Z,2023-12-31T23:52:06.681Z,9.540125611,2.094578583,0,10,10,10,10,2
206,7a2ff512_fcd4_41eb_9299_379824d3347f,Max_Temperature_Setpoint_Limit,143286,2021-01-01T00:03:16.963Z,2023-12-31T23:52:06.817Z,30.52915149,6.701026568,0,32,32,32,32,2
207,0c45912e_a846_4e6c_aa34_31dc9d507b87,Min_Temperature_Setpoint_Limit,143275,2021-01-01T00:03:16.975Z,2023-12-31T23:52:06.834Z,14.31006805,3.14212876,0,15,15,15,15,2
211,bf39f869_7d09_4d25_bb6a_1cc5f75f14c2,Mode_Command,143251,2021-01-01T00:03:17.020Z,2023-12-31T23:52:06.915Z,8.38E-05,0.00915216,0,0,0,0,1,2
214,cee8f360_3fb5_48be_9e38_aba38941ad87,Enable_Status,143280,2021-01-01T00:03:17.057Z,2023-12-31T23:52:06.970Z,0.313644612,0.463973781,0,0,0,1,1,2
216,d0d97179_d50d_4e22_8922_c4c7ca575fa9,Operating_Mode_Status,143231,2021-01-01T00:03:17.080Z,2023-12-31T23:52:07.005Z,0.954039279,0.209399935,0,1,1,1,1,2
222,d7f8743c_c785_4ca6_a094_a7503405722d,System_Status,143279,2021-01-01T00:03:17.154Z,2023-12-31T23:52:07.104Z,0.145750598,0.352856007,0,0,0,0,1,2
224,4c37e7d1_a58d_490f_8e44_f4a5f8a4a644,Enable_Status,143577,2021-01-01T00:03:14.213Z,2023-12-31T23:52:02.527Z,0.319208508,0.466169965,0,0,0,1,1,2
225,978117ac_26bc_4dcf_a04f_2cd8f55ab1b8,Operating_Mode_Status,143772,2021-01-01T00:03:14.225Z,2023-12-31T23:52:02.543Z,0.980489942,0.138309129,0,1,1,1,1,2
226,c3ff1399_c664_4d76_830f_a1307a6d2d64,Room_Air_Temperature_Setpoint,143681,2021-01-01T00:03:14.237Z,2023-12-31T23:52:02.558Z,21.08071701,2.973009613,0,21.5,21.5,21.5,21.5,2
227,eb788347_626f_4bfc_a658_135090dc27da,System_Status,143792,2021-01-01T00:03:14.247Z,2023-12-31T23:52:02.573Z,0.154111494,0.361055594,0,0,0,0,1,2
229,7b23ae8e_7a50_4455_b6e3_20afe8e87892,Enable_Status,143640,2021-01-01T00:03:14.271Z,2023-12-31T23:52:02.604Z,0.318971039,0.466077799,0,0,0,1,1,2
230,c677c507_5736_4c0c_9f9c_73c26567e379,System_Status,143926,2021-01-01T00:03:14.282Z,2023-12-31T23:52:02.620Z,0.319059795,0.466112263,0,0,0,1,1,2
231,6fcda7f2_dacb_4849_a961_450059aa2246,Enable_Status,143766,2021-01-01T00:03:14.293Z,2023-12-31T23:52:02.635Z,0.608767024,0.488026367,0,0,1,1,1,2
232,c15f58d3_027a_4373_aa48_c78cffb29bcb,Mode_Command,143646,2021-01-01T00:03:14.305Z,2023-12-31T23:52:02.652Z,0.14555226,0.352656774,0,0,0,0,1,2
233,81547325_5ce3_456a_8ea6_0265ce16bee5,System_Status,143821,2021-01-01T00:03:14.316Z,2023-12-31T23:52:02.667Z,0.523039055,0.49946892,0,0,1,1,1,2
234,baa02c02_d95f_4b94_a7ae_d70c27ec63af,Enable_Status,143808,2021-01-01T00:03:14.327Z,2023-12-31T23:52:02.683Z,0.622079439,0.484867622,0,0,1,1,1,2
235,2a067d12_616f_481d_a12b_8bc7b8364cca,Mode_Command,143595,2021-01-01T00:03:14.339Z,2023-12-31T23:52:02.700Z,0.14561092,0.352715721,0,0,0,0,1,2
236,295601bd_3f34_4c58_b123_cbbe98d31dcf,System_Status,143819,2021-01-01T00:03:14.348Z,2023-12-31T23:52:02.716Z,0.421015304,0.493722005,0,0,0,1,1,2
237,ef68742c_aabf_4aff_9997_789cda5f121d,Enable_Status,143621,2021-01-01T00:03:14.361Z,2023-12-31T23:52:02.731Z,0.516205847,0.499737302,0,0,1,1,1,2
238,d2b8eedc_93ee_41d8_8a18_e7db4c93bb6c,System_Status,143863,2021-01-01T00:03:14.373Z,2023-12-31T23:52:02.747Z,0.516018712,0.499743335,0,0,1,1,1,2
240,bb34ad66_61ef_4964_bcb2_d37fe05f79a3,Wind_Speed_Sensor,143794,2021-01-01T00:03:14.396Z,2023-12-31T23:52:02.778Z,88.24561526,12.44253837,0,90,90,90,90,2
241,da157ba8_46d7_4fe6_8639_3a1e6df5bccd,Enable_Status,143720,2021-01-01T00:03:14.407Z,2023-12-31T23:52:02.794Z,0.367833287,0.482215678,0,0,0,1,1,2
242,810305a5_f20a_43c1_ab83_3645a69e8cd3,Enable_Status,143609,2021-01-01T00:03:14.419Z,2023-12-31T23:52:02.811Z,0.361237805,0.480359296,0,0,0,1,1,2
243,bc190414_ee33_4aaa_9456_2add9808c47f,System_Status,143758,2021-01-01T00:03:14.431Z,2023-12-31T23:52:02.828Z,0.360696448,0.480202583,0,0,0,1,1,2
245,ad9c8664_0433_4c65_a57c_a1a5a969b112,Wind_Speed_Sensor,143507,2021-01-01T00:03:14.451Z,2023-12-31T23:52:02.861Z,88.24147951,12.4569037,0,90,90,90,90,2
246,9c7ff2af_653e_47b8_ad1a_759e364696e5,Temperature_Setpoint,144932,2021-01-01T00:03:11.588Z,2023-12-31T23:51:58.650Z,19.6136119,2.752901419,0,20,20,20,20,2
247,6c4e5c64_1042_4eca_a703_27a51e4283fe,System_Enable_Command,144825,2021-01-01T00:03:11.600Z,2023-12-31T23:51:58.667Z,0.980659417,0.137719008,0,1,1,1,1,2
248,8f6c04db_e033_40a6_a832_34311f8b6afe,Proportional_Gain_Parameter,144855,2021-01-01T00:03:11.611Z,2023-12-31T23:51:58.685Z,9.80663422,1.377050279,0,10,10,10,10,2
252,c77a5516_42bb_4064_965a_f5213078ba2e,Max_Temperature_Setpoint_Limit,144864,2021-01-01T00:03:11.661Z,2023-12-31T23:51:58.753Z,22.55560388,3.166010569,0,23,23,23,23,2
256,5b26e2f3_5984_4cc9_a14f_616c21dc2491,Max_Temperature_Setpoint_Limit,144857,2021-01-01T00:03:11.713Z,2023-12-31T23:51:58.824Z,29.41991067,4.131122881,0,30,30,30,30,2
257,d354524b_3111_4e69_ba03_66a2347662c7,Min_Temperature_Setpoint_Limit,144773,2021-01-01T00:03:11.726Z,2023-12-31T23:51:58.843Z,15.69077107,2.202734746,0,16,16,16,16,2
261,d58c45fc_2ea3_4ae8_ab01_2d37c8dbfcaa,Mode_Command,144696,2021-01-01T00:03:11.774Z,2023-12-31T23:51:58.918Z,0.001838337,0.042836403,0,0,0,0,1,2
265,e9496fce_46ba_451d_a30d_9588fbb8db31,Mode_Status,144899,2021-01-01T00:03:11.823Z,2023-12-31T23:51:58.985Z,0.980662392,0.137708622,0,1,1,1,1,2
266,ab4afb21_2fdc_4a27_bbcf_cdcb1bface15,Enable_Status,144735,2021-01-01T00:03:11.835Z,2023-12-31T23:51:59.002Z,0.321124814,0.466908629,0,0,0,1,1,2
267,52d88b28_8a0e_409d_a08d_06f5e062e451,Differential_Pressure_Setpoint,144712,2021-01-01T00:03:11.848Z,2023-12-31T23:51:59.020Z,294.1932943,41.33151205,0,300,300,300,300,2
270,6bb072ef_14f1_4024_b505_dd74f2d33232,Max_Discharge_Air_Temperature_Setpoint_Limit,144682,2021-01-01T00:03:11.886Z,2023-12-31T23:51:59.073Z,29.41920902,4.133571231,0,30,30,30,30,2
271,70bada9b_3ca7_405d_8983_8f486a470c3f,Operating_Mode_Status,144757,2021-01-01T00:03:11.898Z,2023-12-31T23:51:59.090Z,0.980650331,0.137750714,0,1,1,1,1,2
272,67d8dc82_db3f_4c1c_87fa_5f55fd6b0c22,Min_Discharge_Air_Temperature_Setpoint_Limit,144872,2021-01-01T00:03:11.909Z,2023-12-31T23:51:59.107Z,15.6907615,2.202768157,0,16,16,16,16,2
274,72cd859a_0f4b_4480_a438_3d623defd799,Outside_Air_Lockout_Temperature_Setpoint,144707,2021-01-01T00:03:11.934Z,2023-12-31T23:51:59.143Z,23.53561334,3.305998307,0,24,24,24,24,2
275,315fbf97_0628_4625_8181_b2ec26eb5020,Low_Outside_Air_Temperature_Enable_Setpoint,144691,2021-01-01T00:03:11.945Z,2023-12-31T23:51:59.160Z,4.903207525,0.688907535,0,5,5,5,5,2
276,c0a8212a_356e_4598_9187_91470d9c0fa8,Cooling_Temperature_Setpoint,144773,2021-01-01T00:03:11.958Z,2023-12-31T23:51:59.178Z,22.55484793,3.168649105,0,23,23,23,23,2
279,a4053f2b_0e97_4bf0_a63b_81d40374f21b,Min_Position_Setpoint_Limit,144808,2021-01-01T00:03:12.001Z,2023-12-31T23:51:59.230Z,19.61314292,2.754538654,0,20,20,20,20,2
283,23a693e3_2b42_4bd7_bc53_3847aa51b82a,System_Status,144708,2021-01-01T00:03:12.048Z,2023-12-31T23:51:59.300Z,0.320224176,0.466562593,0,0,0,1,1,2
286,739adc20_34e1_4542_a2cd_aaf481d57eae,Temperature_Setpoint,144200,2021-01-01T00:03:13.256Z,2023-12-31T23:52:01.064Z,19.6110957,2.761673304,0,20,20,20,20,2
287,fdc88ec8_8f4f_43c9_b62e_fc1d85ee3cfb,System_Enable_Command,144198,2021-01-01T00:03:13.270Z,2023-12-31T23:52:01.081Z,0.980554515,0.138084604,0,1,1,1,1,2
288,cecb5e82_01d1_4d62_89c0_b2937eda6e2f,Proportional_Gain_Parameter,144178,2021-01-01T00:03:13.280Z,2023-12-31T23:52:01.098Z,9.805726255,1.380215621,0,10,10,10,10,2
296,0d94e546_6aec_4fb0_a17d_cfe63740de16,Max_Temperature_Setpoint_Limit,144153,2021-01-01T00:03:13.371Z,2023-12-31T23:52:01.237Z,29.12249485,4.101023138,0,29.7,29.7,29.7,29.7,2
297,b53e8795_3d6f_4a56_a802_cec2c9e6f808,Min_Temperature_Setpoint_Limit,144164,2021-01-01T00:03:13.381Z,2023-12-31T23:52:01.254Z,15.68879887,2.209609008,0,16,16,16,16,2
301,dcbfe18a_3e3b_4b88_ab19_982467e7c20f,Mode_Command,144042,2021-01-01T00:03:13.428Z,2023-12-31T23:52:01.325Z,0.003207398,0.056542996,0,0,0,0,1,2
304,594ac793_a23b_4b17_a47c_496ae8f123a9,Mode_Status,144265,2021-01-01T00:03:13.462Z,2023-12-31T23:52:01.381Z,0.980570478,0.138029039,0,1,1,1,1,2
305,bd0a5007_0967_44ff_8878_2714c6775073,Enable_Status,144085,2021-01-01T00:03:13.473Z,2023-12-31T23:52:01.399Z,0.322004372,0.467244643,0,0,0,1,1,2
306,e9dcd490_a9a5_4eb1_86b7_fff9ba1833cb,Differential_Pressure_Setpoint,144098,2021-01-01T00:03:13.486Z,2023-12-31T23:52:01.418Z,294.1643881,41.43222413,0,300,300,300,300,2
309,0d0e3bb7_62e6_4f4a_91b5_17b1044c69cf,Max_Discharge_Air_Temperature_Setpoint_Limit,143997,2021-01-01T00:03:13.519Z,2023-12-31T23:52:01.471Z,29.12166295,4.103917227,0,29.7,29.7,29.7,29.7,2
310,2a70f4be_c1cf_450a_b396_37a9e41b70a9,Operating_Mode_Status,144140,2021-01-01T00:03:13.532Z,2023-12-31T23:52:01.488Z,0.980553628,0.13808769,0,1,1,1,1,2
311,15839915_722f_43ca_84e7_a36ac6c80e94,Min_Discharge_Air_Temperature_Setpoint_Limit,144129,2021-01-01T00:03:13.543Z,2023-12-31T23:52:01.504Z,15.68883431,2.209485683,0,16,16,16,16,2
313,3dc018b7_c15d_4aee_855c_28f5908c0b95,Outside_Air_Lockout_Temperature_Setpoint,144000,2021-01-01T00:03:13.566Z,2023-12-31T23:52:01.540Z,23.53266667,3.31626289,0,24,24,24,24,2
314,18a4eb5d_617b_469b_bb8f_1c3987843328,Low_Outside_Air_Temperature_Enable_Setpoint,144152,2021-01-01T00:03:13.577Z,2023-12-31T23:52:01.562Z,4.902810922,0.690289558,0,5,5,5,5,2
319,27f000fa_9ac9_4d70_a614_cd73b66ddc1b,Min_Position_Setpoint_Limit,144107,2021-01-01T00:03:13.635Z,2023-12-31T23:52:01.648Z,20.59153268,2.900166919,0,21,21,21,21,2
323,f826cb06_e2e5_45e4_92ef_49274e98f431,System_Status,144009,2021-01-01T00:03:13.682Z,2023-12-31T23:52:01.721Z,0.320903555,0.466823803,0,0,0,1,1,2
326,03fc6876_5d4b_4fe8_9d08_7599f9b1a3df,Temperature_Setpoint,144016,2021-01-01T00:03:13.716Z,2023-12-31T23:52:01.772Z,19.61059882,2.763401939,0,20,20,20,20,2
327,089b6bc8_6957_4e6a_98e1_171c24e8cdb6,System_Enable_Command,144037,2021-01-01T00:03:13.727Z,2023-12-31T23:52:01.789Z,0.980546665,0.138111921,0,1,1,1,1,2
328,0fd082e2_f627_4554_a2a4_2193534f63f1,Proportional_Gain_Parameter,143976,2021-01-01T00:03:13.740Z,2023-12-31T23:52:01.807Z,9.805245319,1.381889079,0,10,10,10,10,2
336,de9bb82e_ff19_484f_964c_ddb3ad64b14c,Max_Temperature_Setpoint_Limit,144003,2021-01-01T00:03:13.833Z,2023-12-31T23:52:01.955Z,29.41605383,4.144561727,0,30,30,30,30,2
337,8849f40a_5093_4ea3_9cb7_6209d76b7e10,Min_Temperature_Setpoint_Limit,143969,2021-01-01T00:03:13.847Z,2023-12-31T23:52:01.972Z,16.66901902,2.348856779,0,17,17,17,17,2
342,6a849ab3_e0f6_4c88_b752_38b83ff4198b,Mode_Status,144082,2021-01-01T00:03:13.908Z,2023-12-31T23:52:02.060Z,0.980552741,0.138090779,0,1,1,1,1,2
343,0abc6394_8037_4c4f_bfdb_8047a06e6404,Enable_Status,143904,2021-01-01T00:03:13.919Z,2023-12-31T23:52:02.077Z,0.318955693,0.466071839,0,0,0,1,1,2
344,ba3414a6_c16f_4872_ae49_a4e5830164d4,Differential_Pressure_Setpoint,144033,2021-01-01T00:03:13.931Z,2023-12-31T23:52:02.095Z,294.1617546,41.44138645,0,300,300,300,300,2
347,da5edbd0_2d33_44c6_98db_23acdc082355,Max_Discharge_Air_Temperature_Setpoint_Limit,143852,2021-01-01T00:03:13.965Z,2023-12-31T23:52:02.153Z,29.41523232,4.147418125,0,30,30,30,30,2
348,622aeef7_86c9_4e4c_a2c6_5353436a33ed,Operating_Mode_Status,144022,2021-01-01T00:03:13.977Z,2023-12-31T23:52:02.170Z,0.980544639,0.13811897,0,1,1,1,1,2
350,0b1d848c_0845_4295_80d0_e5fa8b33dfdc,Min_Discharge_Air_Temperature_Setpoint_Limit,144047,2021-01-01T00:03:14.000Z,2023-12-31T23:52:02.204Z,16.66919825,2.348233376,0,17,17,17,17,2
352,d0ded6b9_0479_4719_8811_0eec38029de8,Outside_Air_Lockout_Temperature_Setpoint,143976,2021-01-01T00:03:14.025Z,2023-12-31T23:52:02.240Z,23.53275546,3.315954089,0,24,24,24,24,2
353,4cc819c1_5c80_47ad_ba82_e8392ce0eb0a,Low_Outside_Air_Temperature_Enable_Setpoint,143851,2021-01-01T00:03:14.035Z,2023-12-31T23:52:02.258Z,4.902538043,0.691238709,0,5,5,5,5,2
357,943d9d74_6b4a_4680_8d1f_f202f5c9cb0b,Min_Position_Setpoint_Limit,143928,2021-01-01T00:03:14.081Z,2023-12-31T23:52:02.330Z,19.61049969,2.763746665,0,20,20,20,20,2
361,0ab05234_ccb7_458f_8d73_dd1fab6088ed,System_Status,143808,2021-01-01T00:03:14.128Z,2023-12-31T23:52:02.407Z,0.317722241,0.465590827,0,0,0,1,1,2
362,f1925127_cd39_4c0e_a336_ecc50cc0e32b,Mode_Status,143934,2021-01-01T00:03:14.140Z,2023-12-31T23:52:02.423Z,0.980504954,0.138256969,0,1,1,1,1,2
368,de1ac5f7_b183_4311_a388_ceca474f1b3b,Temperature_Setpoint,145475,2021-01-01T00:03:08.543Z,2023-12-31T23:51:53.500Z,19.6167039,2.742080612,0,20,20,20,20,2
369,d02fc17a_bc46_4bd9_9c8c_cb2d83f47af7,System_Enable_Command,145749,2021-01-01T00:03:08.582Z,2023-12-31T23:51:53.554Z,0.980857502,0.137025776,0,1,1,1,1,2
370,eb69d32c_3aa1_40b1_8eae_be4122bf1dbc,Proportional_Gain_Parameter,145581,2021-01-01T00:03:08.621Z,2023-12-31T23:51:53.616Z,9.808354112,1.371032725,0,10,10,10,10,2
378,838e6fa7_4202_4546_b61e_d77341abb64e,Max_Temperature_Setpoint_Limit,145301,2021-01-01T00:03:08.870Z,2023-12-31T23:51:54.088Z,29.42354148,4.118428255,0,30,30,30,30,2
379,d6363a04_9b57_488b_99c6_4852f0d09a50,Min_Temperature_Setpoint_Limit,145419,2021-01-01T00:03:08.885Z,2023-12-31T23:51:54.130Z,15.69280493,2.19562117,0,16,16,16,16,2
383,03cd827d_1baf_422c_a896_54cf0069046e,Mode_Command,145335,2021-01-01T00:03:08.973Z,2023-12-31T23:51:54.288Z,0.002779785,0.052650332,0,0,0,0,1,2
386,3c9d2ada_56d9_41cf_8558_597e61849fdf,Mode_Status,145426,2021-01-01T00:03:09.046Z,2023-12-31T23:51:54.437Z,0.980801232,0.137223085,0,1,1,1,1,2
387,5adfd47e_9e5b_49f4_8b3d_95129788d27a,Enable_Status,145376,2021-01-01T00:03:09.067Z,2023-12-31T23:51:54.481Z,0.320816366,0.466790344,0,0,0,1,1,2
388,94c9c821_4341_4aea_abfc_d69ba17dfb44,Differential_Pressure_Setpoint,145279,2021-01-01T00:03:09.087Z,2023-12-31T23:51:54.531Z,294.2345418,41.18733966,0,300,300,300,300,2
392,44775cb9_d137_40cc_85d3_c666f5a0945e,Max_Discharge_Air_Temperature_Setpoint_Limit,145204,2021-01-01T00:03:09.174Z,2023-12-31T23:51:54.793Z,29.42294978,4.120499923,0,30,30,30,30,2
393,137b04ee_6b3b_43ae_84f3_03d3482b2fdb,Operating_Mode_Status,145332,2021-01-01T00:03:09.193Z,2023-12-31T23:51:54.829Z,0.980802576,0.137218376,0,1,1,1,1,2
